age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
51,6,0,6,0,1,0,0,1,4,236,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
50,10,0,0,0,0,0,0,1,4,20,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,3,1,1,0,1,1,0,1,4,14,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
53,3,0,0,1,1,0,0,1,4,21,18,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
31,2,1,3,1,1,1,0,1,4,13,15,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,10,1,6,1,1,0,0,1,4,39,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
51,1,2,5,1,1,0,0,1,4,16,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
56,5,0,2,0,1,1,0,1,4,37,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
44,8,0,4,0,1,1,0,1,4,47,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
56,2,0,6,0,0,0,0,1,4,34,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
51,1,0,3,0,1,0,0,1,4,250,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
58,10,0,0,0,1,0,0,1,4,221,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
41,10,0,6,1,1,0,0,1,4,216,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
29,2,0,1,0,1,0,0,1,4,21,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
48,2,1,6,0,1,0,0,1,4,14,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,3,0,0,0,1,0,0,1,4,94,7,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
30,1,1,1,0,2,2,0,1,4,709,9,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
46,10,0,6,1,0,0,0,1,4,8,6,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,4,1,4,1,0,0,0,1,4,43,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
31,2,2,1,0,0,0,0,1,4,111,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
33,8,1,6,0,2,2,0,1,4,38,5,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
34,8,1,6,0,1,0,0,1,4,19,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
39,4,1,1,0,1,0,0,1,4,274,9,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
28,2,0,6,0,0,0,0,1,4,819,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
58,4,0,4,1,1,0,0,1,4,16,8,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
45,3,0,0,1,1,1,0,1,4,19,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,1,0,1,1,1,0,0,1,4,247,7,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
53,3,2,0,1,1,0,0,1,4,27,5,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
41,2,0,1,1,0,0,0,1,4,23,7,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
33,3,0,3,0,0,0,0,1,4,12,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,8,1,3,1,1,1,0,1,4,375,5,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
60,8,0,4,1,1,0,0,1,4,10,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,2,0,1,0,1,0,0,1,4,21,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,2,0,1,0,1,0,0,1,4,14,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
52,5,0,6,0,1,0,0,1,4,11,12,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,2,0,3,0,1,0,0,1,4,9,7,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
44,3,0,3,0,0,0,0,1,4,109,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,4,0,4,0,1,0,0,1,4,21,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
46,2,0,1,0,1,0,0,1,4,7,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
33,6,0,6,0,1,0,0,1,4,18,5,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
45,3,0,3,1,0,0,0,1,4,13,6,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,2,0,6,0,0,0,0,1,4,24,5,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
55,4,0,4,0,1,1,0,1,4,61,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
29,7,1,6,0,0,0,0,1,4,6,17,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
34,3,0,3,0,0,0,0,1,4,114,10,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
25,3,0,3,1,0,0,0,1,4,11,7,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,2,0,6,0,0,0,0,1,4,44,5,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
46,2,0,3,1,0,1,0,1,4,24,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
27,3,0,6,0,0,0,0,1,4,10,19,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
51,3,2,5,1,0,0,0,1,4,197,6,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
42,2,2,6,0,0,0,0,1,4,26,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
57,8,0,3,1,1,0,0,1,4,185,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,2,1,6,0,0,0,0,1,4,18,11,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
45,9,0,5,0,0,0,0,1,4,61,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
28,3,0,5,1,0,0,0,1,4,20,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,6,2,6,0,0,0,0,1,4,8,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
33,2,1,1,0,1,1,0,1,4,15,26,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
58,4,1,4,0,1,1,0,1,4,39,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
31,2,2,1,1,0,1,0,1,4,28,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
52,1,3,4,0,1,0,0,1,4,7,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
27,10,1,6,0,0,0,0,1,4,48,5,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
32,2,0,6,0,0,0,0,1,4,18,9,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,2,1,6,0,0,0,0,1,4,35,7,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
35,2,0,6,0,0,0,0,1,4,13,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
28,2,1,1,0,0,0,0,1,4,22,16,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
49,6,0,1,1,0,0,0,1,4,18,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
29,2,0,5,0,2,2,0,1,4,83,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,2,0,6,0,1,0,0,1,4,11,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,2,0,1,0,1,0,0,1,4,447,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
58,4,0,4,1,0,0,0,1,4,18,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,1,0,3,0,2,2,0,1,4,17,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
46,2,0,1,0,0,1,0,1,4,492,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
58,2,0,6,0,2,2,0,1,4,36,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
27,3,0,2,1,1,0,0,1,4,34,8,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
26,4,0,2,0,1,0,0,1,4,11,20,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
29,2,0,6,0,1,0,0,1,4,9,16,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
39,2,0,1,0,1,1,0,1,4,9,19,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
33,7,0,3,0,0,0,0,1,4,11,6,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
48,3,0,4,0,1,1,0,1,4,12,24,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,6,0,6,1,0,0,0,1,4,10,23,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,0,0,3,0,0,0,0,1,4,86,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,3,0,3,0,0,0,0,1,4,46,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
55,3,0,0,1,2,2,0,1,4,32,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
39,2,0,4,0,0,0,0,1,4,32,5,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,2,1,4,1,0,1,0,1,4,36,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,3,0,3,0,0,0,0,1,4,124,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
39,3,1,0,1,0,0,0,1,4,15,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
36,3,0,4,1,1,0,0,1,4,9,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
35,11,1,6,1,0,0,0,1,4,10,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
33,1,2,1,0,1,0,0,1,4,52,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
41,4,0,1,0,1,0,0,1,4,145,24,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
33,3,0,3,0,0,0,0,1,4,8,13,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
24,1,1,1,0,0,0,0,1,4,12,8,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
53,4,2,6,0,1,0,0,1,4,16,28,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
32,2,1,6,1,0,0,0,1,4,44,15,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
40,3,0,5,1,0,0,0,1,4,22,8,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
51,3,0,3,1,0,0,0,1,4,60,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
38,9,0,5,1,1,0,0,1,4,13,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
53,4,0,5,0,0,0,0,1,4,51,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
49,4,0,4,0,1,0,0,1,4,41,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
42,6,0,1,0,0,0,0,1,4,20,5,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
37,3,1,5,1,0,1,0,1,4,53,11,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
47,3,2,0,0,1,1,0,1,4,9,18,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
31,1,1,4,0,1,0,0,1,4,202,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
46,3,1,1,0,0,0,0,1,4,310,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
54,4,0,1,0,0,0,0,1,4,204,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
39,7,2,3,1,0,0,0,1,4,638,9,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
45,3,0,3,1,0,0,0,1,4,924,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1
32,1,0,1,0,0,0,0,1,4,298,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
56,4,0,5,0,0,1,0,1,4,988,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1
29,1,1,1,1,0,0,0,1,0,123,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
32,2,1,6,0,1,0,0,1,0,85,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
40,2,1,6,0,0,0,0,1,0,498,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,1
39,6,1,6,0,0,0,0,1,0,670,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,1
25,3,0,3,0,1,0,0,1,0,82,5,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
26,3,0,3,0,0,0,0,1,0,72,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
46,6,0,3,0,0,0,0,1,0,53,4,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
26,3,0,3,0,1,0,0,1,0,123,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
54,3,0,4,0,0,0,0,1,0,364,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
47,3,0,0,0,1,0,0,1,0,655,4,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
40,6,2,6,1,2,2,0,1,0,88,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
41,8,1,6,0,1,1,0,1,0,640,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
36,4,0,3,0,0,0,0,1,0,339,4,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
30,3,1,3,0,1,0,0,1,0,662,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,1
58,6,0,6,1,0,0,0,1,0,25,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
47,2,0,6,0,0,0,0,1,0,216,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
52,6,0,0,0,0,0,0,1,1,165,5,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
34,3,1,1,0,1,0,0,1,1,137,5,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
30,1,0,1,0,1,0,0,1,1,62,5,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
26,2,1,1,0,0,0,0,1,1,56,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
58,1,0,1,0,1,0,0,1,1,790,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
43,8,2,6,1,1,0,0,1,1,363,4,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
31,3,0,2,0,0,0,0,1,1,481,6,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
46,3,0,2,0,0,0,0,1,1,32,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
39,2,1,1,0,0,0,0,1,1,183,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
42,8,0,4,0,1,0,0,1,1,214,4,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
37,1,0,1,1,1,0,0,1,1,146,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
51,2,2,5,0,1,0,0,1,1,528,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,1
37,1,0,1,0,1,1,0,1,1,351,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
35,2,2,6,0,0,0,0,1,1,51,8,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
55,3,0,3,1,1,0,0,1,1,103,6,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
43,3,0,3,0,0,0,0,1,2,89,4,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
29,10,1,6,0,0,0,0,1,2,347,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
58,3,0,3,0,0,0,0,1,2,372,5,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
34,3,0,3,1,0,0,0,1,2,411,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
44,3,0,5,0,1,0,0,1,2,151,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
42,8,0,6,1,1,0,0,1,2,157,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
44,3,0,4,1,1,0,0,1,2,43,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
32,3,1,3,0,1,0,0,1,2,75,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
52,4,0,3,0,0,1,0,1,2,249,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
36,3,0,3,0,1,0,0,1,2,268,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
38,3,0,3,0,0,0,0,1,2,333,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
39,4,0,3,1,1,0,0,1,2,155,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
33,9,0,5,1,1,0,0,1,2,247,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
39,1,0,2,1,1,0,0,1,2,100,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
36,2,0,6,0,1,0,0,1,2,67,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
44,1,0,3,0,1,0,0,1,2,162,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
30,1,0,5,1,0,0,0,1,2,93,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
29,3,2,0,1,0,0,0,1,2,231,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
34,4,0,4,0,0,0,0,1,2,67,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
41,2,1,2,0,0,0,0,1,2,168,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
51,10,0,6,0,0,0,0,1,2,71,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
28,2,0,1,0,0,0,0,1,2,151,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
31,0,0,0,0,0,0,0,1,2,91,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
46,1,2,4,1,1,0,0,1,2,292,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
29,2,0,6,0,1,1,0,1,2,281,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
33,1,1,1,0,0,0,0,1,2,375,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
42,6,0,6,0,0,0,0,1,2,168,8,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
36,3,0,5,1,0,0,0,1,2,456,3,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
44,3,0,3,1,1,0,0,1,2,103,5,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
39,3,0,0,0,0,0,0,1,2,305,4,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
44,2,0,6,1,1,1,0,1,3,91,4,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
45,2,0,1,0,1,0,0,1,3,650,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
28,1,1,3,0,0,0,0,1,3,178,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
59,5,0,3,0,0,1,0,1,3,465,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
42,1,1,5,0,1,0,0,1,3,626,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
58,1,0,0,0,0,0,0,1,3,322,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
51,1,0,4,1,0,0,0,1,3,177,1,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
31,3,0,0,1,1,1,0,1,3,519,3,999,0,0,1.4,94.465,-41.8,4.955,5228.1,1
49,7,0,3,0,1,1,0,1,3,271,1,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
48,3,0,1,0,1,1,0,1,3,677,3,999,0,0,1.4,94.465,-41.8,4.955,5228.1,1
52,4,0,3,0,1,1,0,1,3,138,3,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
29,3,1,2,0,1,0,0,1,3,215,3,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
60,8,0,4,0,1,0,0,1,3,318,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
28,2,1,4,0,0,1,0,1,3,253,1,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
30,2,0,1,0,2,2,0,1,3,344,1,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
30,2,1,6,0,0,0,0,1,3,301,4,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
36,3,0,1,0,0,0,0,1,3,197,1,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
56,2,2,1,0,1,0,0,1,3,71,1,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
29,3,0,3,0,0,1,0,1,3,190,1,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
45,4,1,4,1,1,1,0,1,3,116,1,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
51,6,0,6,1,0,1,0,1,3,93,1,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
35,8,0,4,1,1,0,0,1,3,29,1,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
30,1,2,1,1,1,0,0,1,3,133,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
39,3,0,2,0,1,0,0,1,3,150,1,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
25,4,1,4,0,0,1,0,1,3,150,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
36,3,1,0,0,1,0,0,1,3,182,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
38,3,1,1,1,0,0,0,1,3,277,1,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
29,2,0,6,0,0,0,0,1,3,176,7,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
36,3,1,3,0,1,1,0,1,3,762,3,999,0,0,1.4,94.465,-41.8,4.955,5228.1,1
37,2,1,6,1,1,0,0,1,3,179,3,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
42,2,2,1,1,0,0,0,1,3,105,3,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
58,5,1,4,0,1,0,0,1,3,565,3,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
49,1,2,1,0,0,0,0,1,3,138,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
55,4,3,5,1,0,0,0,1,3,667,3,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
58,5,0,1,0,1,0,0,1,3,3183,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,1
34,2,1,6,0,0,0,0,1,3,406,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
29,3,2,0,1,0,0,0,1,3,243,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
46,9,0,0,1,1,0,0,1,3,110,3,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
38,3,0,1,1,0,0,0,1,3,113,5,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
27,4,1,5,0,1,0,0,1,3,174,8,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
39,8,2,4,0,1,0,0,1,3,529,4,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
60,5,2,0,1,1,0,0,1,3,45,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
42,3,0,3,1,0,0,0,1,3,75,5,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
35,3,0,3,1,1,1,0,1,3,122,6,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
31,1,1,1,0,0,0,0,1,4,422,6,999,0,0,1.4,94.465,-41.8,4.947,5228.1,1
34,3,0,2,0,0,0,0,1,4,381,3,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
38,3,1,1,1,1,0,0,1,4,856,2,999,0,0,1.4,94.465,-41.8,4.947,5228.1,1
39,1,0,3,1,0,0,0,1,4,97,2,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
33,1,0,1,0,0,0,0,1,4,59,4,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
34,2,0,6,0,0,0,0,1,4,198,2,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
32,6,0,6,0,0,0,0,1,4,80,4,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
29,2,1,1,0,0,0,0,1,4,433,4,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
44,3,0,2,0,1,0,0,1,4,159,2,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
50,2,0,1,0,0,0,0,1,4,513,3,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
59,0,0,2,0,0,0,0,1,4,207,3,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
26,2,0,1,0,0,0,0,1,4,120,6,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
29,1,0,1,0,1,1,0,1,4,121,4,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
34,2,0,1,0,1,0,0,1,4,95,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
39,8,0,2,1,0,1,0,1,4,213,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
24,4,1,3,0,0,0,0,1,4,111,3,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
34,3,0,3,0,0,0,0,1,4,302,2,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
37,2,0,1,0,0,0,0,1,4,212,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
27,8,1,6,0,0,0,0,1,4,911,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,1
30,4,0,1,0,0,0,0,1,4,154,6,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
58,1,0,1,0,0,0,0,1,4,181,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
58,1,0,1,0,1,0,0,1,4,32,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
40,1,0,1,0,0,0,0,1,4,392,4,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
37,3,0,0,1,0,0,0,1,4,124,2,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
40,6,0,3,0,1,1,0,1,4,162,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
33,4,1,4,0,0,0,0,1,4,634,2,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
32,1,1,1,0,0,0,0,1,4,79,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
34,2,1,3,0,1,0,0,1,4,148,5,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
27,2,1,4,0,1,1,0,1,4,103,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
27,2,1,4,0,1,1,0,1,4,141,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
27,8,1,6,0,1,0,0,1,4,244,2,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
36,3,1,0,0,1,0,0,1,4,250,8,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
42,2,1,1,0,0,0,0,1,4,140,2,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
51,1,0,1,0,2,2,0,1,4,133,5,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
30,3,0,3,1,0,0,0,1,4,191,28,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
28,3,0,1,0,0,0,0,1,4,216,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
58,4,0,0,1,1,1,0,1,4,269,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
29,3,0,5,1,0,0,0,1,4,139,2,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
35,4,1,4,0,0,0,0,1,4,397,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
29,3,1,3,0,1,0,0,1,4,76,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
41,3,0,4,1,0,1,0,1,4,244,1,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
59,4,2,0,0,1,0,0,1,4,135,2,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0
